"mergeid","cftype","gniscode","cfname","cfsubtype","comment","source","jurisdicti","community","address","POINT_X","POINT_Y"
"21217","School",405262,"Burr Oak Elementary School","Public School",,"ACGL","SCHOOL DIST #132","Calumet Park","1440 125th St",-87.658014722,41.6675542208
"21229","School",426605,"John Gordon Elementary School","Public School",,"ACGL","SCHOOL DIST #143 1/2","Posen","14100 Harrison Ave",-87.6883618751,41.6361866804
"21249","School",412900,"Enger School","Public School",,"ACG","SCHOOL DIST #83","Franklin Park","10401 Grand Ave",-87.8857705388,41.9296358972
"21253","School",417307,"Saint Gertrude School","Non Public School",,"CG","CATHOLIC BISHOP CHGO","Franklin Park","9613 Schiller Blvd",-87.8660224293,41.9327210819
"21255","School",0,"Passow Elementary School","Public School",,"BGI","SCHOOL DIST #84","Franklin Park","2836 Calwagner St",-87.868054498,41.9307433965
"21256","School",1737708,"Hester Junior High School","Public School",,"ACGI","SCHOOL DIST #84","Franklin Park","2836 Gustav St",-87.866990297,41.9306001697
"21261","School",418149,"Scott Elementary School","Public School",,"ACGI","SCHOOL DIST # 83","Leyden Twp","2250 Scott St",-87.8756213092,41.9202481786
"21267","School",1831003,"Mannheim Junior High School","Public School",,"ACGI","SCHOOL DIST # 83","Leyden Twp","2600 Hyde Park Ave",-87.8881848531,41.9255106617
"21269","School",420628,"Washington-McKinley Junior High School","Public School",,"ACGIL","SCHOOL DIST #170","Chicago Heights","25 W 16th St",-87.6417228979,41.5019016197
"21279","School",0,"Washington Elementary School","Public School",,"BG","SCHOOL DIST #81","Schiller Park","4833 Michigan Ave",-87.8679114993,41.9665857693
"21284","School",418829,"Dan H Pietrini Elementary School","Public School",,"ACG","SCHOOL DIST #84","Franklin Park","2400 Atlantic Ave",-87.8691422539,41.9237126042
"21288","School",412197,"Lincoln Middle School","Public School",,"ACG","SCHOOL DIST #81","Schiller Park","4050 Wagner Ave",-87.869720745,41.9521859336
"21289","School",0,"Langford A Elementary School","Public School",,"AGI","CHICAGO BD EDUCATION","Chicago","6010 S Throop St",-87.6576637505,41.7844234743
"21307","School",0,"Veterans Memorial Middle School","Public School",,"BGL","SCHOOL DIST #130","Blue Island","12320 Greenwood Ave",-87.6837563541,41.6694894862
"21310","School",426919,"First Evangelical Lutheran School","Non Public School","Additional GNIS Code of 2035765","CG","FIRST EVAN LUTH CH","Blue Island","2515 Grove St",-87.6833853689,41.6538528859
"21313","School",426917,"Saint Benedict School","Non Public School",,"ACG","CATHOLIC BISHOP CHGO","Blue Island","2339 York St",-87.6786590699,41.6568343508
"21319","School",1832583,"Pace High School","Non Public School",,"CG","MANTELLATE SISTERS MSI","Blue Island","13811 Western Ave",-87.678390796,41.6416795462
"21332","School",426922,"Saint Isidore School","Non Public School",,"CG","CATHOLIC BISHOP CHGO","Calumet Park","12731 Wood St",-87.665392151,41.661949406
"21337","School",0,"Blue Cap School","Public School",,"ABGL",,"Blue Island","2155 Broadway St",-87.6685534045,41.6521565244
"21338","School",412184,"Lincoln Elementary School","Public School",,"ACG","SCHOOL DIST #130","Blue Island","2140 Broadway St",-87.6746406033,41.6512139087
"21340","School",409416,"Greenbriar School","Public School",,"ACGL","SCHOOL DIST #130","Blue Island","12009 Maple Ave",-87.6851783018,41.674983018
"21349","School",426916,"Salem Evangelical Lutheran School","Non Public School",,"CG","SALEM EV LUTH CHURCH","Blue Island","12935 Maple Ave",-87.6845520898,41.6575119684
"21354","School",415335,"Palos West Elementary School","Public School",,"CGL","SCHOOL DISTRICT 118","Palos Twp","12700 104th Ave",-87.8756960073,41.6575114986
"21363","School",0,"Saint Xavier College South Campus","Non Public School",,"GL","ST XAVIER UNIVERSITY","Orland Park","18100 Orland Pkwy",-87.8592737163,41.5595510644
"21372","School",1737174,"Helen Keller Elementary School","Public School",,"ACGIL","VILLAGE OF TINLEY PARK","Tinley Park","7846 163rd St",-87.8094091591,41.5957142197
"21373","School",0,"Central Middle School","Public School",,"AGIL","SCHOOL DIST #146","Tinley Park","18146 Oak Park Ave",-87.7858712671,41.5611496416
"21374","School",1737120,"Victor J Andrew High School","Public School",,"ACGI","SCHOOL DIST #230","Tinley Park","9001 171st St",-87.839525169,41.5772748159
"21378","School",2026611,"Southwest Chicago Christian School","Non Public School",,"ACGIL","SW CHGO CHRISTN SCHL","Tinley Park","17115 84th Ave",-87.8212935658,41.5776893221
"21380","School",2026610,"Prairie View Middle School","Public School",,"ACGIM","SCHOOL DIST #140","Tinley Park","8500 175th St",-87.8252627597,41.5748358165
"21384","School",1737172,"Virgil Grissom Middle School","Public School",,"ACGIL","SCHOOL DIST #140","Tinley Park","16931 Grissom Dr",-87.8145667838,41.5825236088
"21391","School",403710,"Attucks Elementary School","Public School","Closed","CG","CHICAGO BD EDUCATION","Chicago","3813 S Dearborn St",-87.627044673,41.8246614488
"21394","School",1832627,"Parkman Elementary School","Public School","Closed","ACGI","CHICAGO BD EDUCATION","Chicago","245 W 51St St",-87.6325100447,41.8010347642
"21399","School",0,"Holy Angels School","Non Public School",,"AGI","CATHOLIC BISHOP CHGO","Chicago","750 E 40th St",-87.60799344,41.8218420268
"21404","School",1831525,"Northeastern Illinois University - Center for Inner City Studies","Public School",,"CGH","NORTHEASTERN ILL UNIV","Chicago","700 E Oakwood Blvd",-87.6094265657,41.8233655274
"21406","School",408407,"Fiske Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","6145 S Ingleside Ave",-87.6022339666,41.7830547009
"21409","School",0,"Liberty School of Christian Education","Non Public School",,"AGI","WOODLAWN BAPTIST CH","Chicago","1155 E 62nd St",-87.5970960332,41.7821562978
"21417","School",1764073,"Antioch Christian Academy","Non Public School",,"BCG","ANTIOCH M B CHURCH","Chicago","415 W Englewood Ave",-87.636013092,41.7806081523
"21418","School",408029,"Team Englewood Community Academy High School","Public School",,"ACGI","CITY OF CHICAGO","Chicago","6201 S Stewart Ave",-87.6338948074,41.7812287478
"21420","School",0,"Urban Preparatory Charter Academy at Englewood High School","Public School",,"AGI","CITY OF CHICAGO","Chicago","6201 S Stewart Ave",-87.6338948074,41.7812287478
"21422","School",416976,"Ross Elementary School","Public School","Closed","ACGI","CHICAGO CITY OF","Chicago","6059 S Wabash Ave",-87.6232139376,41.7847853816
"21426","School",418241,"Fiske Elementary School","Public School","Formerly called Sexton Elementary School","BCGI","CHICAGO BD EDUCATION","Chicago","6020 S Langley Ave",-87.6090180565,41.7850620293
"21432","School",405224,"Burke Elementary School","Public School",,"ACGI","CHICAGO BOARD OF ED","Chicago","5340 S Doctor Martin Luther King Jr Dr",-87.6169118995,41.7970223684
"21433","School",0,"Chicago Baptist Institute","Non Public School",,"BG","CHGO BAPTIST INSTITUTE","Chicago","5116 S Doctor Martin Luther King Jr Dr",-87.6165050605,41.8015417538
"21435","School",1801841,"Corpus Christi School","Non Public School",,"CG","CATHOLIC BISHOP CHGO","Chicago","4924 S Doctor Martin Luther King Jr Dr",-87.6172165601,41.8052290953
"21436","School",415267,"Overton Elementary School","Public School","Closed","BCGI","CHICAGO BD EDUCATION","Chicago","221 E 49th St",-87.6204080632,41.8049569833
"21437","School",0,"Attucks Elementary School","Public School","Closed","AGIN","CHICAGO PUB BLDG COMM","Chicago","5055 S State St",-87.6251054011,41.8028730376
"21444","School",1829714,"Howalton School","Public School",,"CG","CHICAGO BD EDUCATION","Chicago","4655 S Dearborn St",-87.6267290354,41.810342014
"21449","School",1826600,"Dawson Technical Institute","Public School",,"CG","PUB BLDG COMM OF CHGO","Chicago","3901 S State St",-87.6256107983,41.8228242488
"21452","School",415613,"Phillips Achievement Academy High School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","244 E Pershing Rd",-87.6198065344,41.8247514512
"21453","School",413165,"Wells Preparatory Elementary Academy","Public School","School was previously Mayo Elementary School, but according to the public school closing news release it was taken over by Wells Elementary.","ACGI","CHICAGO BD EDUCATION","Chicago","249 E 37th St",-87.6198419535,41.8264824687
"21457","School",1826177,"University of Chicago Charter School - Donoghue","Public School",,"CGI","CHICAGO BD EDUCATION","Chicago","707 E 37th St",-87.6079236007,41.8273903914
"21460","School",1825755,"Ancona School Society Incorporated","Non Public School",,"ABCGI","ANCONA SCHOOL SOCIETY","Chicago","4770 S Dorchester Ave",-87.5925215267,41.8083774591
"21465","School",0,"Church Educational System","Non Public School",,"GI","CH OF JESUS CHRIST LDS","Chicago","5200 S University Ave",-87.598663054,41.8006237219
"21468","School",414254,"Murray Elementary Language Academy","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","5335 S Kenwood Ave",-87.5928637265,41.7986043417
"21471","School",1837253,"Canter Middle School","Public School","Closed","ACGI","CHICAGO BD EDUCATION","Chicago","4959 S Blackstone Ave",-87.5896444402,41.8047842252
"21472","School",423737,"Medgar Evers Primary Academic Center","Public School",,"ACGIL","SCHOOL DIST #169","Ford Heights","1101 10th St",-87.5890837731,41.5141417579
"21473","School",411418,"Kenwood Academy High School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","5014 S Lake Park Ave",-87.589390281,41.8033756818
"21477","School",410946,"Isaiah Israel School","Non Public School","Additional GNIS code of 1830827","CG","K A M ISAIAH ISRAEL CG","Chicago","1100 E Hyde Park Blvd",-87.5985875584,41.80294683
"21478","School",1826433,"Bontemps Elementary School","Public School","Closed","ACGI","CHICAGO BD EDUCATION","Chicago","1241 W 58th St",-87.6559163524,41.7883044194
"21488","School",410412,"Holmes Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","5525 S Morgan St",-87.6493833255,41.7931566761
"21496","School",417779,"Academy of Saint Benedict","Non Public School","Additional GNIS Code of 1836488.","ACG","Catholic Bishop Of Chi","Chicago","6020 S Laflin St",-87.6624468598,41.7843116306
"21500","School",1829766,"Woods Elementary Math and Science Academy","Public School","Closed","ACGI","CHICAGO BD EDUCATION","Chicago","6206 S Racine Ave",-87.6551130594,41.7807986119
"21510","School",0,"Bronzeville Alternative Academy","Non Public School",,"GI","CATHOLIC CHARITIES","Chicago","220 W 45th Pl",-87.6315910055,41.811919228
"21512","School",409630,"Hales Franciscan High School","Non Public School",,"ABCGI","CATHOLIC BISHOP CHGO","Chicago","4930 S Cottage Grove Ave",-87.6077330205,41.8049645504
"21514","School",1832816,"Reavis Elementary School","Public School",,"ACGI","CHICAGO BOARD OF ED","Chicago","822 E 50th St",-87.6052086623,41.8044224383
"21526","School",1832891,"Jackie Robinson Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","4225 S Lake Park Ave",-87.598586315,41.8174739085
"21527","School",1832743,"Price Elementary School","Public School",,"CGI","CHICAGO PUB BLDG COMM","Chicago","4351 S Drexel Blvd",-87.6030695209,41.8160152391
"21530","School",0,"University of Chicago","Public School",,"G","UNIV OF CHICAGO","Chicago","5801 S Ellis Ave",-87.5996969303,41.7894200689
"21532","School",0,"Chicago Theological Seminary","Non Public School",,"GI","CHGO THEO SEMINARY","Chicago","1164 E 58th St",-87.5966933157,41.7900476947
"21533","School",1737779,"Meadville Theological School","Non Public School",,"CG","MEADVILLE THEO SCHL","Chicago","5701 S Woodlawn Ave",-87.596218217,41.7911848309
"21539","School",0,"University of Chicago - Facilities Services","Public School",,"G","UNIV OF CHICAGO","Chicago","5608 S Stony Island Ave",-87.5870259384,41.7926187545
"21540","School",409877,"Harte Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","1556 E 56th St",-87.586597531,41.7938471895
"21542","School",1826518,"Catholic Theological Union at Chicago","Non Public School",,"BCG","CATHOLIC THEO UNION","Chicago","5401 S Cornell Ave",-87.5858144634,41.7978608767
"21543","School",1825700,"Akiba-Schechter Day School","Non Public School",,"ABCGI","AKIBA SCHECHTER DAY SC","Chicago","5235 S Cornell Ave",-87.5850957676,41.800312319
"21544","School",0,"University of Chicago - Hyde Park Art Center","Public School",,"BG","UNIV OF CHICAGO","Chicago","5020 S Cornell Ave",-87.5867863113,41.8035104163
"21547","School",0,"Ariel Elementary Community Academy","Public School",,"AGI",,"Chicago","1125 E 46th St",-87.5984493456,41.8109653475
"21548","School",0,"University of Chicago Charter School - North Kenwood","Public School",,"AGI",,"Chicago","1125 E 46th St",-87.5984493456,41.8109653475
"21549","School",0,"Bronzeville Lighthouse Elementary Charter School","Public School",,"AGI","CHICAGO BOARD OF ED","Chicago","8 W Root St",-87.6269543345,41.8198232268
"21552","School",1833199,"Saint Elizabeth School","Non Public School","Additional GNIS Code of 1833198.","ACGI","CATHOLIC BISHOP CHGO","Chicago","24 E 41St St",-87.6255288703,41.8203905683
"21558","School",405654,"Carter Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","5740 S Michigan Ave",-87.6231923759,41.7897545087
"21567","School",403318,"Air Force Academy High School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","3630 S Wells St",-87.6332395131,41.8278441674
"21573","School",1832560,"Our Lady of Solace School","Non Public School",,"CG","CATHOLIC CHARITIES","Chicago","6204 S Sangamon St",-87.6488051802,41.7807395959
"21575","School",404000,"Nicholson School for Science and Math","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","6006 S Peoria St",-87.6479186544,41.7842449008
"21583","School",1826351,"Beasley Elementary Magnet Academic Center","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","5255 S State St",-87.6250697204,41.7991936919
"21594","School",0,"Chicago International Charter School - Washington Park","Public School",,"GI","ST EDMUND'S EPISCOP CH","Chicago","6105 S Michigan Ave",-87.6214671872,41.7831882396
"21598","School",411616,"Kozminski Elementary Community Academy","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","936 E 54th St",-87.6020458532,41.7986062586
"21601","School",410741,"Hyde Park High School","Public School",,"ACGI","CITY OF CHICAGO #5410","Chicago","6220 S Stony Island Ave",-87.587174395,41.7817527061
"21603","School",405615,"Carnegie Elementary School","Public School","EX DOR 00-16-1563","ACGI","CHICAGO PUB BLDG COMM","Chicago","1414 E 61st Pl",-87.5907704226,41.7834991524
"21604","School",1831412,"Lutheran School of Theology of Chicago","Non Public School","Additional GNIS Code of 1826002.","BCG","LUTHERAN SCHL THEOLOGY","Chicago","1100 E 55th St",-87.5983707634,41.796497634
"21605","School",417822,"Saint Thomas the Apostle Elementary School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","5467 S Woodlawn Ave",-87.5957483639,41.7956881771
"21610","School",416425,"Drake Elementary School","Public School","School was previously Williams Elementary School, but according to the public school closing news release it was taken over by Drake Elementary.","ACGI","CHICAGO BD EDUCATION","Chicago","5649 S Kimbark Ave",-87.5940394364,41.7923285459
"21613","School",0,"Childrens House of Miss Tammie","Non Public School",,"AGI","HYDE PK NEIGHBORHD CLB","Chicago","5480 S Kenwood Ave",-87.5938251102,41.7957444742
"21629","School",417487,"Saint Josephs School","Non Public School",,"CG","CATHOLIC BISHOP CHGO","Chicago Heights","275 E 15th St",-87.6242211483,41.5049801526
"21633","School",0,"Hamline Elementary School","Public School","Closed. Feature name is visible on google street view on the sign outside of the building.","G","CHICAGO PUB BLDG COMM","Chicago","1548 W 48th St",-87.6638046892,41.8071935159
"21635","School",417356,"Saint John School","Non Public School",,"CG","CATHOLIC BISHOP CHGO","Chicago","5124 S Elizabeth St",-87.6568407038,41.8004460313
"21637","School",418374,"Sherman Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","1000 W 52nd St",-87.650619973,41.8007104559
"21638","School",1837104,"Visitation Catholic School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","900 W Garfield Blvd",-87.6481323803,41.7946434002
"21647","School",1831063,"McCorkle Elementary School","Public School",,"CG","CHICAGO BD EDUCATION","Chicago","4421 S State St",-87.6253971397,41.8139467388
