"id","longitude","latitude","cftype","dist_to_trap","trap_trap_name"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",9.8,"T900"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",15.1,"T900"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",14.9,"T900"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",14.9,"T900"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",13.4,"T900"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",13.1,"T900"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",6.6,"T900"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",12.1,"T900"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",23.8,"T900"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",12.8,"T900"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",3.9,"T900"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",13.5,"T901"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",9.8,"T901"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",10.9,"T901"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",11.7,"T901"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",11.5,"T901"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",12.5,"T901"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",8.6,"T901"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",6.1,"T901"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",17.3,"T901"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",21.1,"T901"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",13.3,"T901"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",16.9,"T901"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",12.8,"T901"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",13,"T901"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",13.3,"T901"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",13.3,"T901"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",12.7,"T901"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",13,"T901"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",11.3,"T901"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",9,"T901"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",11.4,"T901"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",11,"T901"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",9.8,"T901"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",18.6,"T901"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",18.9,"T901"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",18.7,"T901"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",21.9,"T901"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",22.7,"T901"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",23.9,"T901"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",19.6,"T901"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",18.5,"T901"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",17.1,"T901"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",13.3,"T901"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",14.2,"T901"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",12.3,"T901"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",11.4,"T901"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",9.8,"T901"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",15.1,"T901"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",14.9,"T901"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",14.9,"T901"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",13.4,"T901"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",13.1,"T901"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",6.6,"T901"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",12.1,"T901"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",23.8,"T901"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",12.8,"T901"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",3.9,"T901"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",13.5,"T903"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",9.8,"T903"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",10.9,"T903"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",11.7,"T903"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",11.5,"T903"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",12.5,"T903"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",8.6,"T903"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",6.1,"T903"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",17.3,"T903"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",21.1,"T903"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",13.3,"T903"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",16.9,"T903"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",12.8,"T903"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",13,"T903"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",13.3,"T903"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",13.3,"T903"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",12.7,"T903"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",13,"T903"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",11.3,"T903"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",9,"T903"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",11.4,"T903"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",11,"T903"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",9.8,"T903"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",18.6,"T903"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",18.9,"T903"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",18.7,"T903"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",21.9,"T903"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",22.7,"T903"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",23.9,"T903"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",19.6,"T903"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",18.5,"T903"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",17.1,"T903"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",13.3,"T903"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",14.2,"T903"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",12.3,"T903"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",11.4,"T903"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",9.8,"T903"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",15.1,"T903"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",14.9,"T903"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",14.9,"T903"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",13.4,"T903"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",13.1,"T903"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",6.6,"T903"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",12.1,"T903"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",23.8,"T903"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",12.8,"T903"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",3.9,"T903"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",13.5,"T906"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",9.8,"T906"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",10.9,"T906"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",11.7,"T906"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",11.5,"T906"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",12.5,"T906"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",8.6,"T906"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",6.1,"T906"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",17.3,"T906"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",21.1,"T906"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",13.3,"T906"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",16.9,"T906"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",12.8,"T906"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",13,"T906"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",13.3,"T906"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",13.3,"T906"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",12.7,"T906"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",13,"T906"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",11.3,"T906"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",9,"T906"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",11.4,"T906"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",11,"T906"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",9.8,"T906"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",18.6,"T906"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",18.9,"T906"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",18.7,"T906"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",21.9,"T906"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",22.7,"T906"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",23.9,"T906"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",19.6,"T906"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",18.5,"T906"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",17.1,"T906"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",13.3,"T906"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",14.2,"T906"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",12.3,"T906"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",11.4,"T906"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",9.8,"T906"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",15.1,"T906"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",14.9,"T906"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",14.9,"T906"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",13.4,"T906"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",13.1,"T906"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",6.6,"T906"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",12.1,"T906"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",23.8,"T906"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",12.8,"T906"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",3.9,"T906"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",13.5,"T907"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",9.8,"T907"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",10.9,"T907"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",11.7,"T907"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",11.5,"T907"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",12.5,"T907"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",8.6,"T907"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",6.1,"T907"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",17.3,"T907"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",21.1,"T907"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",13.3,"T907"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",16.9,"T907"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",12.8,"T907"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",13,"T907"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",13.3,"T907"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",13.3,"T907"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",12.7,"T907"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",13,"T907"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",11.3,"T907"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",9,"T907"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",11.4,"T907"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",11,"T907"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",9.8,"T907"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",18.6,"T907"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",18.9,"T907"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",18.7,"T907"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",21.9,"T907"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",22.7,"T907"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",23.9,"T907"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",19.6,"T907"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",18.5,"T907"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",17.1,"T907"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",13.3,"T907"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",14.2,"T907"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",12.3,"T907"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",11.4,"T907"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",9.8,"T907"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",15.1,"T907"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",14.9,"T907"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",14.9,"T907"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",13.4,"T907"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",13.1,"T907"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",6.6,"T907"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",12.1,"T907"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",23.8,"T907"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",12.8,"T907"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",3.9,"T907"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",13.5,"T904"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",9.8,"T904"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",10.9,"T904"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",11.7,"T904"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",11.5,"T904"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",12.5,"T904"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",8.6,"T904"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",6.1,"T904"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",17.3,"T904"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",21.1,"T904"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",13.3,"T904"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",16.9,"T904"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",12.8,"T904"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",13,"T904"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",13.3,"T904"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",13.3,"T904"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",12.7,"T904"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",13,"T904"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",11.3,"T904"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",9,"T904"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",11.4,"T904"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",11,"T904"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",9.8,"T904"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",18.6,"T904"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",18.9,"T904"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",18.7,"T904"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",21.9,"T904"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",22.7,"T904"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",23.9,"T904"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",19.6,"T904"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",18.5,"T904"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",17.1,"T904"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",13.3,"T904"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",14.2,"T904"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",12.3,"T904"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",11.4,"T904"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",9.8,"T904"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",15.1,"T904"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",14.9,"T904"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",14.9,"T904"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",13.4,"T904"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",13.1,"T904"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",6.6,"T904"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",12.1,"T904"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",23.8,"T904"
