"Property.Address","nrows","min.issued.date","max.issued.date","city","state","zip","addr.nbr","addr.street.and.dir","addr.dir","addr.street","addr.end","st.name.pot","address.one.line","google.call","seqn","json","status","result.cnt","place.id","formatted.address","lat","lng","route","locality","administrative_area_level_2","administrative_area_level_1","country","row.name","street_number","neighborhood","postal_code","postal_code_suffix","administrative_area_level_3","intersection","bus_station"
"8040 S BURNHAM ",1,2016-05-01,2016-05-01,"Chicago","IL",NA,8040,"S BURNHAM","S","BURNHAM","BURNHAM",NA,"8040+S+BURNHAM+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=8040+S+BURNHAM+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""8040"", ""South Burnham Avenue"", ""South Chicago"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60617"", ""1324""), short_name = c(""8040"", ""S Burnham Ave"", ""South Chicago"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60617"", ""1324""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""
), ""postal_code"", ""postal_code_suffix""))), formatted_address = ""8040 S Burnham Ave, Chicago, IL 60617, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7488433, lng = -87.5566055), southwest = list(lat = 41.7487794, lng = -87.5568149)), location = list(lat = 41.7488097, lng = -87.556716), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7501603302915, lng = -87.5553612197085), southwest = list(lat = 41.7474623697085, lng = -87.5580591802915))), place_id = ""ChIJL2U4nBMoDogR3FU1jRPxdac"", 
    types = list(""premise""))","OK",1,"ChIJL2U4nBMoDogR3FU1jRPxdac","8040 S Burnham Ave, Chicago, IL 60617, USA",41.7488097,-87.556716,"S Burnham Ave","Chicago","Cook County","IL","US","short_name","8040","South Chicago","60617","1324",NA,NA,NA
"8059 S KEDZIE ",8,2015-03-18,2015-07-15,"Chicago","IL",NA,8059,"S KEDZIE","S","KEDZIE","KEDZIE",NA,"8059+S+KEDZIE+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=8059+S+KEDZIE+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""8059"", ""South Kedzie Avenue"", ""Ashburn"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60652"", ""2602""), short_name = c(""8059"", ""S Kedzie Ave"", ""Ashburn"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60652"", ""2602""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""8059 S Kedzie Ave, Chicago, IL 60652, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7463931, lng = -87.7018933), southwest = list(lat = 41.7463116, lng = -87.7020621)), location = list(lat = 41.746356, lng = -87.701962), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7477013302915, lng = -87.7006287197085), southwest = list(lat = 41.7450033697085, lng = -87.7033266802915))), place_id = ""ChIJy0a7ZwMwDogRpgURcZ7ZZ3s"", 
    types = list(""premise""))","OK",1,"ChIJy0a7ZwMwDogRpgURcZ7ZZ3s","8059 S Kedzie Ave, Chicago, IL 60652, USA",41.746356,-87.701962,"S Kedzie Ave","Chicago","Cook County","IL","US","short_name","8059","Ashburn","60652","2602",NA,NA,NA
"8106 S COLES ",2,2012-03-16,2012-03-16,"Chicago","IL",NA,8106,"S COLES","S","COLES","COLES",NA,"8106+S+COLES+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=8106+S+COLES+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""8106"", ""South Coles Avenue"", ""South Chicago"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60617"", ""1541""), short_name = c(""8106"", ""S Coles Ave"", ""South Chicago"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60617"", ""1541""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), 
    ""postal_code"", ""postal_code_suffix""))), formatted_address = ""8106 S Coles Ave, Chicago, IL 60617, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7480549, lng = -87.5493544), southwest = list(lat = 41.7479802, lng = -87.549526)), location = list(lat = 41.7480338, lng = -87.5494552), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7493665302915, lng = -87.5480912197085), southwest = list(lat = 41.7466685697085, lng = -87.5507891802915))), place_id = ""ChIJfRPwdRooDogRbgAecPcSGj8"", 
    types = list(""premise""))","OK",1,"ChIJfRPwdRooDogRbgAecPcSGj8","8106 S Coles Ave, Chicago, IL 60617, USA",41.7480338,-87.5494552,"S Coles Ave","Chicago","Cook County","IL","US","short_name","8106","South Chicago","60617","1541",NA,NA,NA
"811 N DRAKE ",5,2015-06-15,2016-10-03,"Chicago","IL",NA,811,"N DRAKE","N","DRAKE","DRAKE",NA,"811+N+DRAKE+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=811+N+DRAKE+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""811"", ""North Drake Avenue"", ""Humboldt Park"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60651"", ""4049""), short_name = c(""811"", ""N Drake Ave"", ""Humboldt Park"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60651"", ""4049""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""811 N Drake Ave, Chicago, IL 60651, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8959245, lng = -87.7148937), southwest = list(lat = 41.8958045, lng = -87.7150077)), location = list(lat = 41.895847, lng = -87.7149333), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8972134802915, lng = -87.7136017197085), southwest = list(lat = 41.8945155197085, lng = -87.7162996802915))), place_id = ""ChIJZ0ytIbUyDogRkRBIzgYETVY"", 
    types = list(""premise""))","OK",1,"ChIJZ0ytIbUyDogRkRBIzgYETVY","811 N Drake Ave, Chicago, IL 60651, USA",41.895847,-87.7149333,"N Drake Ave","Chicago","Cook County","IL","US","short_name","811","Humboldt Park","60651","4049",NA,NA,NA
"8118 S MACKINAW ",6,2013-09-10,2013-09-10,"Chicago","IL",NA,8118,"S MACKINAW","S","MACKINAW","MACKINAW",NA,"8118+S+MACKINAW+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=8118+S+MACKINAW+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""8118"", ""South Mackinaw Avenue"", ""East Side"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60617"", ""6503""), short_name = c(""8118"", ""S Mackinaw Ave"", ""East Side"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60617"", ""6503""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix"")), list(long_name = c(""8118"", ""South Mackinaw Avenue"", ""South Chicago"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60617"", ""1607""), short_name = c(""8118"", ""S Mackinaw Ave"", ""South Chicago"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60617"", ""1607""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""
), ""postal_code"", ""postal_code_suffix"")), list(long_name = c(""8118"", ""South Mackinaw Avenue"", ""Hegewisch"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60633"", ""1333""), short_name = c(""8118"", ""S Mackinaw Ave"", ""Hegewisch"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60633"", ""1333""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""
), ""postal_code"", ""postal_code_suffix""))), formatted_address = c(""8118 S Mackinaw Ave, Chicago, IL 60617, USA"", ""8118 S Mackinaw Ave, Chicago, IL 60617, USA"", ""8118 S Mackinaw Ave, Chicago, IL 60633, USA""), geometry = list(location = list(lat = c(41.7027581, 41.7456656, 41.6571644), lng = c(-87.5425605, -87.5430397, -87.5424605)), location_type = c(""RANGE_INTERPOLATED"", ""RANGE_INTERPOLATED"", ""RANGE_INTERPOLATED""), viewport = list(northeast = list(lat = c(41.7041070802915, 41.7470145802915, 41.6585133802915
), lng = c(-87.5412115197085, -87.5416907197085, -87.5411115197085)), southwest = list(lat = c(41.7014091197085, 41.7443166197085, 41.6558154197085), lng = c(-87.5439094802915, -87.5443886802915, -87.5438094802915)))), place_id = c(""Eis4MTE4IFMgTWFja2luYXcgQXZlLCBDaGljYWdvLCBJTCA2MDYxNywgVVNBIhsSGQoUChIJgYnvUIYnDogRiAIebTDyOnIQtj8"", ""Eis4MTE4IFMgTWFja2luYXcgQXZlLCBDaGljYWdvLCBJTCA2MDYxNywgVVNBIhsSGQoUChIJOzv1xhwoDogReVVwm6FGxikQtj8"", ""Eis4MTE4IFMgTWFja2luYXcgQXZlLCBDaGljYWdvLCBJTCA2MDYzMywgVVNBIhsSGQoUChIJ9VpL-VQnDogRW2y5MWr1A8kQtj8""
), types = list(""street_address"", ""street_address"", ""street_address""))","OK",3,"Eis4MTE4IFMgTWFja2luYXcgQXZlLCBDaGljYWdvLCBJTCA2MDYxNywgVVNBIhsSGQoUChIJgYnvUIYnDogRiAIebTDyOnIQtj8","8118 S Mackinaw Ave, Chicago, IL 60617, USA",41.7027581,-87.5425605,"S Mackinaw Ave","Chicago","Cook County","IL","US","short_name","8118","East Side","60617","6503",NA,NA,NA
"8119 S COLES ",18,2017-03-11,2017-03-11,"Chicago","IL",NA,8119,"S COLES","S","COLES","COLES",NA,"8119+S+COLES+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=8119+S+COLES+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""8119"", ""South Coles Avenue"", ""South Chicago"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60617"", ""1542""), short_name = c(""8119"", ""S Coles Ave"", ""South Chicago"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60617"", ""1542""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), 
    ""postal_code"", ""postal_code_suffix""))), formatted_address = ""8119 S Coles Ave, Chicago, IL 60617, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7477757, lng = -87.5488307), southwest = list(lat = 41.7477201, lng = -87.5489954)), location = list(lat = 41.7477502, lng = -87.5489144), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7490968802915, lng = -87.5475640697085), southwest = list(lat = 41.7463989197085, lng = -87.5502620302915))), place_id = ""ChIJDZ1HcBooDogR0AJkbDXMiOA"", 
    types = list(""premise""))","OK",1,"ChIJDZ1HcBooDogR0AJkbDXMiOA","8119 S Coles Ave, Chicago, IL 60617, USA",41.7477502,-87.5489144,"S Coles Ave","Chicago","Cook County","IL","US","short_name","8119","South Chicago","60617","1542",NA,NA,NA
"812 S SACRAMENTO ",6,2014-01-03,2014-01-03,"Chicago","IL",NA,812,"S SACRAMENTO","S","SACRAMENTO","SACRAMENTO",NA,"812+S+SACRAMENTO+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=812+S+SACRAMENTO+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""812"", ""South Sacramento Boulevard"", ""Garfield Park"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60612""), short_name = c(""812"", ""S Sacramento Blvd"", ""Garfield Park"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60612""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code""))), 
    formatted_address = ""812 S Sacramento Blvd, Chicago, IL 60612, USA"", geometry = list(location = list(lat = 41.8708821, lng = -87.7009108), location_type = ""RANGE_INTERPOLATED"", viewport = list(northeast = list(lat = 41.8722310802915, lng = -87.6995618197085), southwest = list(lat = 41.8695331197085, lng = -87.7022597802915))), place_id = ""Ei04MTIgUyBTYWNyYW1lbnRvIEJsdmQsIENoaWNhZ28sIElMIDYwNjEyLCBVU0EiGxIZChQKEgnpvjtHnDIOiBGhW3rX76NFqhCsBg"", types = list(""street_address""))","OK",1,"Ei04MTIgUyBTYWNyYW1lbnRvIEJsdmQsIENoaWNhZ28sIElMIDYwNjEyLCBVU0EiGxIZChQKEgnpvjtHnDIOiBGhW3rX76NFqhCsBg","812 S Sacramento Blvd, Chicago, IL 60612, USA",41.8708821,-87.7009108,"S Sacramento Blvd","Chicago","Cook County","IL","US","short_name","812","Garfield Park","60612",NA,NA,NA,NA
"8122 S SACRAMENT ",6,2014-01-03,2014-01-03,"Chicago","IL",NA,8122,"S SACRAMENT","S","SACRAMENTO","SACRAMENT",NA,"8122+S+SACRAMENTO+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=8122+S+SACRAMENTO+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""8122"", ""South Sacramento Avenue"", ""Ashburn"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60652"", ""2737""), short_name = c(""8122"", ""S Sacramento Ave"", ""Ashburn"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60652"", ""2737""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""8122 S Sacramento Ave, Chicago, IL 60652, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7455641, lng = -87.6975937), southwest = list(lat = 41.7454631, lng = -87.6978117)), location = list(lat = 41.7455323, lng = -87.6976887), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7468625802915, lng = -87.6963537197085), southwest = list(lat = 41.7441646197085, lng = -87.6990516802915))), place_id = ""ChIJu59KggIwDogRo6-TuYMj-kI"", 
    types = list(""premise""))","OK",1,"ChIJu59KggIwDogRo6-TuYMj-kI","8122 S Sacramento Ave, Chicago, IL 60652, USA",41.7455323,-87.6976887,"S Sacramento Ave","Chicago","Cook County","IL","US","short_name","8122","Ashburn","60652","2737",NA,NA,NA
"8122 S SACRAMENTO ",53,2013-10-05,2016-08-12,"Chicago","IL",NA,8122,"S SACRAMENTO","S","SACRAMENTO","SACRAMENTO",NA,"8122+S+SACRAMENTO+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=8122+S+SACRAMENTO+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""8122"", ""South Sacramento Avenue"", ""Ashburn"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60652"", ""2737""), short_name = c(""8122"", ""S Sacramento Ave"", ""Ashburn"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60652"", ""2737""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""8122 S Sacramento Ave, Chicago, IL 60652, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7455641, lng = -87.6975937), southwest = list(lat = 41.7454631, lng = -87.6978117)), location = list(lat = 41.7455323, lng = -87.6976887), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7468625802915, lng = -87.6963537197085), southwest = list(lat = 41.7441646197085, lng = -87.6990516802915))), place_id = ""ChIJu59KggIwDogRo6-TuYMj-kI"", 
    types = list(""premise""))","OK",1,"ChIJu59KggIwDogRo6-TuYMj-kI","8122 S Sacramento Ave, Chicago, IL 60652, USA",41.7455323,-87.6976887,"S Sacramento Ave","Chicago","Cook County","IL","US","short_name","8122","Ashburn","60652","2737",NA,NA,NA
"8127 S MUSKEGAN ",6,2015-09-23,2015-09-23,"Chicago","IL",NA,8127,"S MUSKEGAN","S","MUSKEGON","MUSKEGAN",NA,"8127+S+MUSKEGON+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=8127+S+MUSKEGON+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""8127"", ""South Muskegon Avenue"", ""South Chicago"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60617"", ""1533""), short_name = c(""8127"", ""S Muskegon Ave"", ""South Chicago"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60617"", ""1533""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""
), ""postal_code"", ""postal_code_suffix""))), formatted_address = ""8127 S Muskegon Ave, Chicago, IL 60617, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7474614, lng = -87.554861), southwest = list(lat = 41.7474006, lng = -87.5550366)), location = list(lat = 41.7474218, lng = -87.5549492), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7487799802915, lng = -87.5535998197085), southwest = list(lat = 41.7460820197085, lng = -87.5562977802915))), place_id = ""ChIJD9U80hMoDogRwH9nAHmoi3s"", 
    types = list(""premise""))","OK",1,"ChIJD9U80hMoDogRwH9nAHmoi3s","8127 S Muskegon Ave, Chicago, IL 60617, USA",41.7474218,-87.5549492,"S Muskegon Ave","Chicago","Cook County","IL","US","short_name","8127","South Chicago","60617","1533",NA,NA,NA
"8129 S PRINCETON ",4,2015-12-05,2015-12-05,"Chicago","IL",NA,8129,"S PRINCETON","S","PRINCETON","PRINCETON",NA,"8129+S+PRINCETON+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=8129+S+PRINCETON+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""8129"", ""South Princeton Avenue"", ""Chatham"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60620"", ""1717""), short_name = c(""8129"", ""S Princeton Ave"", ""Chatham"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60620"", ""1717""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""8129 S Princeton Ave, Chicago, IL 60620, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7463587, lng = -87.6313793), southwest = list(lat = 41.7462846, lng = -87.6316088)), location = list(lat = 41.7463289, lng = -87.6314981), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7476706302915, lng = -87.6301450697085), southwest = list(lat = 41.7449726697085, lng = -87.6328430302915))), place_id = ""ChIJ9RvE0kQvDogRq5HLxGUjDpA"", 
    types = list(""premise""))","OK",1,"ChIJ9RvE0kQvDogRq5HLxGUjDpA","8129 S Princeton Ave, Chicago, IL 60620, USA",41.7463289,-87.6314981,"S Princeton Ave","Chicago","Cook County","IL","US","short_name","8129","Chatham","60620","1717",NA,NA,NA
